,user_id,gender,education,birth
4465019,993139,,,
2157252,5663157,,,
9450918,7580159,,,
6032379,6020033,,,
4109449,10362559,,,
1065343,746470,,,
6188973,6351475,,,
8826657,10015187,,,
852664,7661756,,,
6956677,2073628,,,
1794758,3130177,,,
1939102,2875009,male,,
4310754,4791445,,,
5207453,5065288,,,
5514662,5525075,,,
3818313,6415315,,,
3278378,9011367,,,
120373,160463,male,High,1993.0
3906994,3844558,,,
8946445,9132487,,,
7814548,8187977,,,
2094394,980450,,,
7047060,2300503,,,
7167118,1872986,,,
9345601,2271669,,,
2861124,5464706,,,
7812811,5208177,,,
3950672,6338985,female,,
5212363,3011089,,,
3864112,2258543,,,
56995,5164244,female,,
4198796,8796778,,,
9402490,7011901,,,
9071744,7173194,,,
8602962,8351516,,,
6753630,4769409,male,,
3471946,447078,,,
8353282,3161757,,,
1633143,4680938,,,
5070573,7694957,,,
838636,4268146,,,
8730041,9472185,,,
2060352,4703783,,,
669762,3398994,,,
5653221,5822006,,,
7851281,9191787,,,
1808928,6812779,,,
6555416,5407364,,,
6490536,7681749,,,
648907,8959390,,,
9513224,746328,,,
7762369,1122165,female,,1994.0
7963046,4767412,female,,
3650575,7859879,,,
8233052,3481081,,,
4595079,7428994,,,
8801834,8801628,,,
1551640,9301719,,,
857860,6187035,,,
118225,6885662,,,
6696696,10214795,,,
6520588,7664554,,,
3235659,7999608,,,
2301366,5276318,,,
6830912,3117630,,,
7677003,9575942,,,
15795,6607033,,,
852650,7639156,,,
8376766,2148173,,,
9473118,4425163,,,
3934058,8871774,,,
8814857,10421981,,,
6383059,9040723,,,
1192440,1948933,,,
3234975,6714208,,,
1395887,39079,male,Master's,1987.0
3416338,8344952,,,
8294348,5435037,,,
2303239,8481318,,,
3791816,2198702,,,
6249462,6895289,,,
5410211,1646390,,,
5899303,4836127,,,
6925078,9897131,,,
2473332,800046,,,
348592,9863719,,,
290223,2578307,,,
1483719,6323501,,,
6643729,1968587,,,
7354393,3178665,male,,
3134317,9615335,,,
1022857,102583,male,Bachelor's,1995.0
7149909,3432783,,,
5912867,7426539,,,
3824554,6777516,,,
9105056,2335368,,,
3333517,316403,male,Bachelor's,1990.0
1776250,2323570,,,
2408030,2272835,,,
992102,9435050,,,
143680,9323866,,,
9265916,10072822,,,
2665476,10347134,,,
7128116,7279745,,,
6845704,7998558,,,
4944615,8433291,,,
5419582,7514207,,,
7966988,1066015,,,
8145631,8460852,,,
6213589,7395479,,,
2438756,3549065,,,
3741794,9397072,,,
3370776,2299387,,,
3094455,3130253,,,
9393622,2101300,,,
2433357,4642464,,,
1834144,8835787,,,
2624749,2443716,,,
5281133,7569298,,,
6332870,5531711,,,
5402489,9127388,,,
500690,2369154,male,,
3255379,386416,,,
7822033,171979,female,Bachelor's,1992.0
5278054,2134898,,,
8899771,1215736,,,
5719303,5638883,,,
5633571,3005203,,,
7707705,191152,female,Master's,1978.0
7738793,1970561,male,,
3355294,6760406,female,,
7124228,545145,,,
3422302,8264553,,,
2048143,4425715,,,
7202244,78072,female,Bachelor's,1988.0
4608200,9222196,,,
7669920,7822541,,,
9374773,737297,,,
3420266,4797753,,,
472302,5380149,,,
8450824,5469646,,,
7428466,6473483,,,
7320978,7944455,,,
2925248,1870021,,,
4894065,4387670,,,
7024792,5533858,,,
32870,5060840,,,
3598782,1363127,,,
9153147,2289548,female,,
6584145,2972569,,,
6007919,5357121,,,
2108955,5417257,,,
1531824,6270313,,,
2453028,7373036,,,
3976817,9862399,,,
8817430,4649982,,,
803858,6343826,,,
2295862,6104956,,,
4249670,3043513,,,
6116262,5522255,,,
6083944,1577048,,,
3366332,5153182,,,
7784170,7707768,,,
6858415,9089972,,,
290957,4047307,,,
7830607,4789780,,,
3443450,3153433,,,
1220347,8653433,,,
6375878,6958122,,,
1336545,1517465,,,
1989726,7274021,,,
8698383,6736372,male,,
4910536,1497281,female,,1997.0
8546045,3712690,,,
9121050,9242370,,,
5444699,9295015,,,
7176254,7279797,,,
4211222,9440580,,,
3579553,9701323,,,
1825040,3628582,,,
2730524,8520173,,,
6858821,9756772,,,
4200047,513579,,,
7534626,2670311,,,
6034913,10317833,,,
6890776,2640639,,,
8251461,4172685,,,
8481579,6551058,,,
3229984,8557007,,,
3671703,2629646,,,
8012821,7637422,,,
2384416,3018810,,,
970740,3899091,,,
8023944,6001826,,,
722569,960207,,,
998038,9301252,,,
4005591,7761614,,,
2117254,9298658,,,
7522491,2490309,,,
774891,8282619,,,
8789902,8954823,,,
2151493,6083029,,,
3563132,2077645,,,
5963301,989552,,,
30313,518440,,,
8499323,6046667,female,,1997.0
7339033,7933662,,,
7045924,323103,male,Primary,1977.0
1244029,8052641,,,
7687202,6399348,,,
8978503,2074107,,,
7241397,5521034,,,
8847846,5160477,,,
4564619,6733275,female,,
7075976,241799,,,
1296469,5145654,,,
149790,9476868,,,
8845101,253877,female,Bachelor's,1993.0
1598185,6553728,,,
5402600,9309188,,,
7898678,7899995,,,
8363587,141771,female,,1995.0
5679627,9782562,,,
9571543,8085351,,,
2711412,6620358,,,
9505687,8611526,,,
784716,4572621,,,
4254549,1105114,,,
79213,1867851,,,
4895852,7383270,,,
3337074,6503003,,,
2725489,10116572,,,
8727206,4699785,female,,
8636758,4380734,,,
6493663,2552550,,,
8909958,8452537,,,
7177849,9995597,,,
8085826,8988411,male,High,
5343510,868191,,,
194248,3170079,,,
8989499,235109,,,
2743614,10269098,,,
1138360,2138503,male,,
110984,4929659,,,
1698260,2705353,female,,
7143685,2969156,,,
3741949,9649472,,,
1219506,7106833,,,
1988507,5251021,,,
6512181,3524153,,,
965652,5394890,,,
245623,8792895,,,
9224259,438048,male,Master's,1980.0
2187440,5848574,,,
5974263,9513553,,,
8846286,2332077,,,
3282701,6087168,,,
8146552,9964252,,,
3730487,189871,male,Bachelor's,1995.0
8894912,3177335,,,
4335624,6067803,,,
3024665,7389273,,,
3225211,164407,female,Associate,1982.0
1394324,7918478,,,
7883686,2695993,female,,
4643456,7878108,,,
5410752,2550190,,,
3234970,6706208,,,
8454997,2168847,,,
7360334,3038066,,,
1983934,7732820,,,
9597634,1125402,female,,1996.0
8918544,2417024,,,
6923934,8028931,,,
2631801,4408518,,,
1751552,1262766,,,
4376599,4226368,male,,1976.0
463461,386348,male,Bachelor's,1991.0
4318629,7962648,,,
1651760,5613141,,,
5475203,9986768,,,
4711339,328662,,,
7547893,4949113,,,
6122448,5787256,,,
9525423,1076251,,,
898962,4563225,,,
2491566,1152252,male,,1995.0
7870514,780991,,,
913923,9493429,,,
8260135,8639090,,,
3687781,9652850,,,
3151758,8617538,,,
498296,8699353,,,
3156014,5573991,,,
7388256,9723274,,,
8768829,3871411,,,
6691543,1384995,,,
1048067,2092997,,,
5945534,1448149,,,
6889286,10442237,,,
7722083,4461154,,,
9000744,9341510,,,
3676797,1080447,,,
3047599,5451175,,,
7492247,2238300,male,,
5822601,7421434,,,
7243499,9107234,,,
2335235,1294067,,,
173563,9012475,,,
8772306,9677011,,,
4090026,8119012,,,
1784932,6943175,,,
5571929,428063,male,Bachelor's,1995.0
3169098,7369393,male,,
4421870,9548055,,,
8939361,7232430,,,
2348205,2832271,,,
8291659,679437,,,
2661352,3300534,,,
1706952,7441154,male,,
7695539,10351549,,,
850410,3851356,,,
619254,9702181,,,
5915310,1203340,,,
5999043,266119,female,High,1994.0
3532124,468922,male,High,1995.0
4108316,8505959,,,
1594050,9789127,,,
6842343,2068358,,,
7567529,7663719,,,
86280,3894853,,,
5250654,6796253,,,
5086676,4372572,,,
872196,10128037,,,
6417927,6847529,,,
5404896,2823589,,,
2263965,2883143,male,,
1021571,8418661,,,
6878154,1632036,,,
266892,4085699,,,
4431250,5061831,,,
9048663,8983866,,,
837939,2860746,,,
6503099,8569751,,,
3975309,7325199,,,
228477,10279288,,,
1946259,4992612,,,
233999,9469689,,,
9156156,7594548,,,
167900,9588474,,,
7319286,5039055,,,
9370674,4242476,male,,1991.0
1612983,907535,,,
5804943,8089631,,,
2188221,7111374,,,
2467974,1944497,,,
6357401,6252517,,,
7567817,8133519,,,
1204186,1463231,,,
6693161,4305595,,,
5465503,3835567,,,
4278189,282122,,,
1101257,366400,female,High,1999.0
3850209,9493332,,,
7396648,3596876,,,
6078276,2127645,,,
5003209,5658320,,,
9261262,2036622,male,,
1318307,1205062,,,
7759958,7399164,,,
8765760,8815610,,,
8323025,2878103,male,,
284433,2976106,,,
8149335,4546057,,,
2628822,9515916,,,
247622,1795696,,,
8693566,8867371,,,
5526063,4516641,,,
2197354,2130236,male,,
3373634,7272187,,,
8586250,130905,male,Bachelor's,1989.0
3385015,6149189,,,
2500849,6755857,female,,
3642075,3587839,,,
1038394,6227385,,,
5445286,10257815,,,
8815313,851382,,,
7432874,3872686,,,
592812,5673777,,,
6049118,3930440,,,
1476775,4833300,,,
2444203,2422866,,,
4941764,3576891,,,
6756987,10396609,,,
8726581,3631585,,,
4095514,7101015,,,
1032623,6627384,,,
878363,10385639,,,
6641730,8967582,,,
8439812,7107237,,,
376088,5500125,,,
9536625,10001653,,,
835030,8326145,,,
49783,2965843,,,
7377689,1858673,,,
2747313,6308383,,,
2867671,6320539,,,
1564111,10018922,,,
3361795,7721181,,,
7833879,10277180,,,
7054608,5080704,female,,
8469648,6714052,,,
4042146,8527924,,,
96670,871055,,,
3358668,2171781,,,
5598615,5097824,,,
2397528,5036413,,,
557008,6143167,,,
9152712,1574748,male,,
5242043,2298051,male,,
7405791,8894677,,,
931855,9288371,,,
7385826,5601874,,,
6635480,8596981,,,
5029206,8908734,,,
3156831,6889991,,,
280984,7521101,,,
3171072,259794,,,
184867,7837677,,,
3518824,8730517,,,
2703778,4000157,,,
7775217,2490367,,,
2276741,4368345,,,
6790294,5691019,,,
3668535,7698886,,,
7962835,4428612,,,
4259664,9897114,,,
48859,1417843,,,
1522079,10173911,,,
2262382,105743,male,Bachelor's,1992.0
7993774,5809819,,,
7135009,8838946,,,
7854300,4158788,,,
5340230,5666112,,,
5129028,4730397,,,
5895223,8150326,,,
8775144,4369813,male,,1998.0
2114979,5435658,,,
4450046,6285034,,,
7863974,10263989,,,
4144018,7817729,,,
2092768,8609398,,,
9370970,4722876,,,
9439510,8654579,,,
5313115,291708,male,Master's,1983.0
8697740,5697972,,,
5746045,10134377,,,
4946967,2023892,,,
9154828,5313348,,,
459872,4748147,,,
9457134,7945760,,,
5155386,8593410,,,
222521,10393687,,,
4982489,1028315,male,,1996.0
4121382,10208361,,,
9198527,8039241,,,
1346049,7643866,,,
5434089,1347012,,,
1811312,542980,,,
1266372,5113845,male,,
6030535,2759433,,,
3755887,2518084,,,
4067989,1156607,,,
8430743,1845036,male,,
1814944,6804580,,,
6617612,8891778,,,
2214349,324246,,,
6307337,2886707,female,,
5779743,6043819,female,,1994.0
5678565,8047962,,,
4371776,6148167,,,
3402801,5727750,,,
5803871,6180431,,,
3880226,9366745,,,
8748773,137799,male,Master's,1983.0
1911897,7963004,,,
5815712,5888833,,,
4951288,9507892,,,
5127313,1638397,female,,
9002774,2424911,,,
3810891,4162705,,,
8514578,1182072,,,
8018808,7566024,,,
8829352,4456788,,,
4067108,9978728,,,
6257194,9866094,,,
541030,9675564,,,
7039277,9674261,,,
4845718,4055247,,,
3962495,5990397,,,
1184997,9894531,,,
8014577,86424,female,Master's,1990.0
688427,4498801,,,
5796030,2968022,,,
779744,6228620,,,
8033954,2463030,,,
9342480,7381868,,,
9498283,6182525,,,
6954244,8359425,,,
3496216,827086,,,
8942827,2812687,,,
4228843,8733099,male,Bachelor's,
6738368,9446206,,,
7541931,5034112,,,
729552,2580208,,,
4407293,5237053,,,
8592907,1331315,,,
728140,93008,female,Bachelor's,1980.0
8891524,7830730,male,,
9211773,10031243,,,
9382405,3715498,,,
3857333,1014534,,,
5061664,2570556,,,
2896773,4756948,male,,
711828,3173405,female,,
2836416,4427225,,,
4355725,9563406,,,
4729121,10266864,,,
3174640,6477794,,,
2709478,3300358,,,
6845908,8332558,,,
3894421,2681356,,,
1005147,753458,,,
8690974,4496971,,,
4667447,7761312,,,
8074212,9693600,,,
4718414,2159663,female,,
2421409,4768862,male,,
7886155,6963793,female,,
5849516,1850735,male,,
650081,540591,,,
5482294,1489170,,,
6618395,10169778,,,
76513,7720449,,,
6639684,5477182,,,
7284335,6878245,,,
4406218,3308053,,,
9072549,8649794,,,
6520451,7386754,,,
843837,2653955,,,
5635515,6395203,,,
928822,4197971,female,,
989660,5292850,,,
6996659,8866292,,,
2545991,1588281,,,
1891582,4143401,,,
4472362,3282340,,,
4021931,4832628,,,
1549564,5752519,,,
9004878,6114511,,,
5202054,6074087,,,
5148677,7422000,,,
2207739,9721237,,,
1004243,9605457,,,
2459619,8375837,,,
2631354,3629718,,,
7480251,2312098,,,
8738351,2982997,,,
156743,687073,,,
3461515,3230240,,,
3720472,3944867,,,
8583015,5122904,,,
5211569,1672489,female,,
8621653,9355531,,,
6917839,7926720,,,
4155418,6592535,,,
5458324,1624966,male,,
2996276,10190110,,,
6219244,6692880,,,
8735627,8754586,,,
5174742,380623,,,
2115257,5880858,,,
1134268,5566302,,,
7486752,3179099,,,
7154174,272584,,,
4055598,502927,,,
3733280,5171471,,,
864184,6688036,,,
2507734,8348258,,,
3266827,9781965,,,
300727,10309508,,,
2979767,2475708,,,
4188941,2105177,female,,
6107046,10268453,,,
5279590,4945298,,,
5367890,1381995,,,
6666822,218991,male,Bachelor's,1990.0
7265547,5678042,,,
9342827,8001468,,,
3449734,3840834,,,
7475320,4380697,,,
4977526,2809105,,,
6189762,7804075,,,
9518169,9336528,,,
3792567,3697302,,,
7847527,2659187,,,
2932167,3592022,,,
7489046,7110699,,,
7547562,4416313,,,
4305957,6737044,male,,
1127099,3674014,,,
9314143,10284608,,,
4029061,6617629,,,
1556801,7899121,,,
4999422,9464518,,,
6355482,2885717,female,,
5271227,755297,,,
6451077,1752339,male,,1994.0
929458,5223571,,,
8718421,10162583,,,
9410724,455975,female,Master's,1991.0
6088343,9191648,,,
235092,979294,,,
8436469,1372637,,,
1914513,1981805,,,
9325401,9018612,,,
1881120,6692395,,,
3252918,6563615,,,
8971043,9976695,,,
1935950,7946608,,,
4152041,745735,,,
6665381,8263390,,,
8110192,9522744,,,
2473029,228246,,,
6487255,1892149,,,
9588039,5405954,,,
5247840,1934053,,,
3627343,9176678,,,
5340473,6057512,,,
6137703,892863,,,
6078297,2161845,male,,
3125896,5536730,,,
1238658,9102040,,,
515147,6573760,,,
5893227,4754126,,,
1341164,9491465,,,
6962551,1852429,,,
4870906,5868658,,,
6347639,10152913,,,
3470993,9232277,,,
6758471,2585612,male,,
5171117,4688614,,,
7889940,3108794,,,
8607525,5809318,,,
4057495,3967727,,,
5147562,5504200,,,
1790735,6587776,,,
1574149,6610924,,,
8311905,4644047,,,
4868945,2397058,,,
4805239,6646153,,,
1636013,9507738,,,
4058027,4828927,,,
8399844,440785,male,Bachelor's,1995.0
6199995,4738077,,,
2712370,8353158,,,
1800569,2749178,female,,
5697196,8974877,,,
1657214,4720342,,,
2588505,2219293,,,
1297869,7538254,,,
7196419,489671,,,
8662233,6662746,male,Bachelor's,1977.0
6523903,2849559,,,
2886992,8587942,,,
6588073,9787169,,,
4971871,3608704,,,
1925672,467807,male,High,1994.0
8314275,8648647,,,
1391896,3822478,,,
9043076,9686465,,,
8699652,8977972,,,
6736558,6323606,,,
4803690,4149553,,,
2161938,3371558,,,
5741702,2634777,,,
4045746,4443525,female,,
880213,3223446,,,
9051163,2825391,,,
5997442,8042717,male,,
1646324,6537340,,,
2882327,444142,,,
9249471,2416820,,,
2833264,9237223,,,
7089974,3892410,,,
3824716,7043716,,,
9534437,6262853,,,
4100046,4694616,,,
7613308,3647528,,,
1360124,659273,,,
9558254,5855349,,,
714102,7078005,male,,1998.0
4631040,7084630,,,
7253416,5514640,,,
7076786,1695999,,,
1263378,10184644,,,
8231137,10430272,,,
4060414,8871127,,,
4638003,8799707,,,
5823022,8165034,,,
6980089,1022290,female,,1997.0
6911386,7048718,,,
124776,7934463,,,
2314915,7869531,,,
8623889,2773332,,,
2136903,1635025,,,
5040771,8149544,,,
1396291,824879,,,
7250438,234640,female,Doctorate,1979.0
2261200,8593893,,,
4225629,3123299,,,
4883994,7732861,,,
5988868,3715514,,,
4200213,796579,,,
1416960,5427486,,,
1389511,9866477,,,
1278622,5459249,,,
8323861,4508503,,,
714666,8169605,,,
5809940,6271832,,,
2603290,6961103,,,
1481561,2552301,,,
3015445,1756869,female,,1997.0
5848243,10035930,,,
7303666,9139851,,,
7262938,1123242,male,,1993.0
5601274,9587224,,,
9089603,6808765,,,
1386240,4394677,,,
6142169,8666863,,,
8158933,116660,male,Bachelor's,1986.0
7074302,7898516,,,
5922997,4249941,male,,1994.0
4971459,2714704,,,
8628838,968533,,,
7071940,3906716,,,
5587501,6561865,,,
8326021,8169103,male,Bachelor's,1986.0
5017600,9628332,,,
1085926,5215681,,,
6510858,1148153,male,,1995.0
8672907,4480956,,,
4313448,9331045,,,
2906033,10186817,,,
6932142,1338733,,,
389674,8177527,,,
5540599,8750043,,,
1309099,6103056,male,,1998.0
82703,8004051,,,
8073535,8590800,,,
592634,5388577,,,
3290983,9959369,,,
6370391,7984921,,,
1347468,9959866,,,
1251562,118043,male,Bachelor's,1989.0
6970022,4545084,,,
899128,4830425,,,
4902848,9021871,,,
8411481,10124386,female,,
3927828,8518173,male,,
6234854,2448687,,,
8150208,5947257,,,
8839045,181990,male,Master's,1971.0
32641,4693040,,,
1671129,7920548,,,
5280237,5984098,,,
613869,357181,,,
5895772,9047326,,,
7847463,2551987,,,
3173114,4020594,,,
2910544,7733818,,,
7302602,7320251,,,
1247223,3073842,male,,
9224142,186848,female,Associate,1988.0
2006917,5848226,,,
6234500,1852687,,,
8991652,4181709,,,
3196349,2335688,,,
734165,122409,,Master's,
2565081,3450485,,,
7161633,2768185,,,
5369267,3912395,,,
8298169,1570039,male,,1996.0
4051766,4446926,,,
6952767,5790225,,,
6305538,10176306,,,
2868899,8490739,,,
5528128,8022441,,,
5301025,188906,male,Master's,1985.0
3579181,9092123,,,
6893252,6928039,,,
1488462,4265306,,,
5468518,8890967,,,
6228475,1841686,male,,
7766014,7463965,,,
1118245,9001811,,,
6599532,8860575,,,
196561,7132879,,,
4584405,9712792,,,
5073303,1898958,female,,
1202870,9574734,,,
4877314,6497660,,,
5715430,9299280,,,
1258996,2616044,,,
3519009,9032117,,,
7710186,4673152,,,
7618572,2152529,,,
7971621,9102415,,,
7747861,7231162,,,
8377844,4213173,male,,1988.0
7906344,173201,male,Middle,1993.0
9053622,7065791,,,
1380653,5082676,,,
6831960,5055630,,,
1327002,5859463,,,
8227788,4818672,,,
4810542,5505754,,,
35028,8730240,,,
7430441,9861283,,,
7983043,8076017,,,
3065168,4660578,,,
8367125,6322571,,,
5755546,5840779,,,
1373697,3414475,,,
9161933,7071913,,,
1971173,6357618,,,
7657813,7690739,female,,
1790421,6083176,,,
4816879,6047035,male,,1996.0
9039800,4201065,female,,
8466949,2042252,female,,
2028599,1704303,,,
6208243,8532478,,,
1920265,1547606,female,,1996.0
4162063,7783936,,,
5606341,8029626,,,
260184,2673698,,,
8201637,1146334,female,,1996.0
8078918,7488410,,,
6987423,3279291,,,
8466233,822052,,,
4045150,3276925,male,High,
3155833,5284191,,,
6055651,4773641,female,,1995.0
8227376,4153072,,,
3654610,4491080,,,
6404259,4222127,male,,1989.0
9430001,2538978,,,
3780650,3935292,,,
688746,5010601,,,
2252099,3217892,,,
8336887,6101505,female,,1998.0
1467600,9660898,,,
3296867,9757170,,,
6898280,5336046,,,
2475919,5367846,,,
7816435,993778,,,
6179919,1106874,,,
1428225,4185888,female,,
3202522,2595889,,,
6928204,5027932,,,
1280951,9417249,,,
7631226,3229535,,,
6976492,5267885,male,,
4717928,1369463,,,
4249990,3800913,,,
8227000,3403472,,,
5030387,498743,,,
2599736,855103,,,
1670400,6561348,,,
5710485,723880,,,
1804861,10161378,,,
6882689,9483836,,,
149353,8761268,,,
3923225,481973,,,
4109318,10147159,,,
8997692,4222310,male,,1992.0
206935,4456683,,,
9272425,541832,,,
711885,3315005,,,
3674447,7474246,,,
2305317,1615720,male,,
702217,7439003,,,
7816768,1555178,,,
333948,5444314,,,
5071174,8675357,,,
4179084,5948775,,,
9104040,599368,,,
7671610,177342,male,Master's,1974.0
4217298,9525097,,,
7193443,5806870,,,
3613567,6156835,female,,
7671600,158342,female,Master's,1991.0
6042116,2010838,,,
6608285,3126377,,,
3293648,4360770,,,
482137,1527951,,,
2695243,9852555,,,
6957627,3940028,,,
7480079,2021898,male,,
6094069,8715849,,,
692426,857402,,,
5739184,8760176,,,
2537308,7430471,,,
6427054,1821735,,,
7464978,7113495,,,
8728649,7023385,female,,1995.0
3186017,5390596,,,
2094661,1437850,,,
1576125,10006524,,,
1836752,2869788,,,
3543743,10150841,,,
960957,7712085,,,
2197000,1555636,,,
6827466,7668227,,,
5865587,8869937,,,
580960,5982375,,,
8793539,4926225,,,
8360292,5026358,,,
2262447,229143,,,
3944438,5993584,,,
2242138,6774690,,,
4817310,6739435,,,
2826066,7147014,male,Master's,
5685589,9690963,,,
1058631,9935598,,,
3922986,10429172,,,
5695940,6755677,female,,
878864,900846,,,
9251056,5278020,,,
2511131,3946460,,,
8091658,8703213,,,
8564456,4323293,male,,
8917315,249024,male,Bachelor's,1989.0
7993876,5974819,,,
2358825,380281,male,Bachelor's,1993.0
6347842,55114,female,Primary,2001.0
1578768,4361325,,,
1731338,8005562,,,
4081351,3571609,,,
3383203,2960989,,,
512635,2197960,,,
4740882,9817266,,,
5617847,7023630,female,,
2934818,8120822,,,
9187656,9924921,,,
4490978,4413347,,,
627466,3064587,female,,1996.0
8201332,584134,,,
3537326,9489322,,,
1755845,8705766,,,
4256615,4776914,,,
273267,4651700,,,
7673443,3527342,,,
8570347,4105302,,,
8020327,10083424,,,
5007473,2524931,,,
6361459,2818119,,,
2029943,4195903,female,,
6686800,3739794,,,
5332988,3643111,,,
168915,962875,,,
1968634,1947218,,,
5752972,1354379,,,
4168020,7685137,,,
2490298,9348650,,,
6964657,5570229,,,
2667208,2954943,,,
3457350,6428638,,,
9010642,5703312,,,
342984,97719,male,Bachelor's,1988.0
1214109,8283032,,,
9596999,10361001,,,
237940,5927294,,,
7394840,255676,,,
8054011,6004028,,,
8429227,9630235,,,
9331031,8406015,,,
2764763,5315700,,,
3875147,571745,male,Bachelor's,1994.0
2563829,1231285,,,
3014317,10175668,,,
4266210,386319,,,
6502332,7145151,,,
6553291,1669764,,,
8118707,3578946,,,
8996177,1455110,,,
1474820,1357300,,,
6736484,6204606,,,
1862181,5291392,,,
8427623,6838235,,,
55520,2491444,,,
756925,8411216,female,,
1111464,7759410,,,
9532805,3537653,,,
1369134,5896874,,,
2509594,1115060,male,,1994.0
2952945,8250361,,,
2747947,7451983,,,
6562659,7507765,,,
8280816,2703435,,,
2430960,302464,,,
5332705,2966711,,,
9208205,4073243,,,
4344971,1409205,,,
3426732,5526954,,,
8945385,7324087,,,
978840,7376892,,,
9386692,556099,,,
6522481,404359,male,Bachelor's,1987.0
2755771,15299,male,Bachelor's,1988.0
8238997,3269682,,,
4603275,685196,,,
8036723,7325630,,,
1591669,5743327,,,
7313255,5012054,,,
2523808,4970467,,,
882807,7812646,,,
624385,8242582,,,
132393,133265,male,Bachelor's,1993.0
4631799,8500230,,,
2854184,3984501,,,
8165144,508661,,,
3214141,1895295,,,
5268889,7096656,,,
9309948,3035008,,,
2486347,2481850,,,
8619312,5384931,,,
7761265,9589564,,,
319810,1746112,male,,1995.0
8093128,791614,,,
25420,2446038,,,
1741673,5065564,,,
3634095,10393036,,,
171386,5312275,,,
1324680,1783263,,,
8123193,787155,,,
39545,6125841,,,
6153057,6625065,,,
1894260,8652201,,,
6001100,4068119,,,
4481831,9260941,,,
2564697,2679085,,,
2952933,8230561,,,
9206108,190643,male,Associate,1991.0
1915983,4680805,,,
8572254,7191102,,,
1180744,2550731,,,
9339156,1577068,female,,
9564329,5963750,,,
7983741,9221217,male,Bachelor's,
573521,3632770,,,
7891178,5356994,,,
7851013,8756387,,,
7514151,8941707,,,
4615777,1524826,,,
4074494,1957008,,,
3817707,5440715,,,
5559138,9551848,,,
8347132,2924116,,,
9392336,10272099,,,
